Products,Exporter name,Quantity (Lakhs),Location,State,Latitude,Longitude,Gmap link,Distance(in km),,
COTTON GOODS,SHABARI  COTTONS P.LTD.,2.36543,Kannur,Kerala,11.86002066,75.42381611,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.860020660913298,+75.42381610998552/@10.8989118,75.2437432,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d75.4238161!2d11.8600207?entry=ttu",270,,
TEA,SHAH BROTHERS,32.51344,Ernakulam,Kerala,9.985351065,76.28353887,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.985351064722956,+76.28353886506618/@9.9616832,76.2625968,14z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2835389!2d9.9853511?entry=ttu",9.4,,
COTTON GOODS,SHAKTHI IMPEX,2.06737,Doopadakatte,Karnataka,13.36309299,74.91871209,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/13.363092987607224,+74.91871208771963/@11.6461312,74.2430974,8z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d74.9187121!2d13.363093?entry=ttu",493,,
COTTON GOODS,SHAKTHI KNITTING P. LTD.,2.86973,Tiruppur,Tamil Nadu,11.06202492,77.34026526,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.062024915771715,+77.34026525503789/@10.5215184,76.4235146,9.04z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3402653!2d11.0620249?entry=ttu",231,,
COTTON GOODS,SHARADA TERRY PRODUCTS LTD.,1.30153,Mettupalayam,Tamil Nadu,11.2999439,76.90295091,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.29822056959744,+76.90558699571464/@10.6193333,75.9513807,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.905587!2d11.2982206?entry=ttu",229,,
FOOD STUFFS,SHARAFIYA TRADING,2.07219,Malappuram,Kerala,11.19152877,76.23213201,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.191528767562806,+76.2321320091636/@10.5625568,75.5437831,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.232132!2d11.1915288?entry=ttu",179,,
RUBBER MATS,SHARON POLYMERS,1.347,Kurichy,Kerala,9.502529329,76.52935768,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.502529329397092,+76.52935767861673/@9.7289609,76.2480531,11z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.5293577!2d9.5025293?entry=ttu",73.1,,
WELDING ELECTRODES,SHARP ELECTRODES P. LTD.,2.15,Coimbatore,Tamil Nadu,11.07026923,77.03831884,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.07026923142719,+77.03831883552877/@10.5038452,75.9809714,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0383188!2d11.0702692?entry=ttu",210,,
COTTON GOODS,SHINY KNITWEAR,1.87006,Tiruppur,Tamil Nadu,11.11616128,77.3480091,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.11616484587211,+77.34800274746472/@10.5561497,76.1155756,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3480027!2d11.1161648?entry=ttu",241,,
VALVES,SHIVA NAVEEN EXIM P.LTD.,1.36,Coimbatore,Tamil Nadu,11.02595621,76.93814314,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.025993141196116,+76.93822521389454/@10.9285571,76.7959352,11.6z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9382252!2d11.0259931?entry=ttu",194,,
MOSQUITO NETS,SHOBIKKA IMPEX,24.97656,Vennamalai,Tamil Nadu,10.99264579,78.0762197,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.992651497247705,+78.07623642848998/@10.6029869,76.5067227,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d78.0762364!2d10.9926515?entry=ttu",318,,
VALVES,SHREE HARIE STEEL & ALLOYS,3.24249,"Sh 168,near coimabtore",Tamil Nadu,11.20328011,77.05964889,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.203280110743183,+77.05964888861612/@10.7702139,76.2893137,9z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0596489!2d11.2032801?entry=ttu",227,,
TEA,SHRI SHAKTHI ASSOCIATES,3.14856,Vellakinar,Tamil Nadu,11.07168824,76.95849223,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.071688235539112,+76.95849223345591/@10.5012095,75.9368503,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9584922!2d11.0716882?entry=ttu",198,,
TEA,SIEWERT & DHOLAKIA  OVERSEAS P.LTD.,15.862,Kochi,Kerala,9.961943523,76.2740712,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.96194352294357,+76.27407120188028/@9.9568112,76.2628246,15.22z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2740712!2d9.9619435?entry=ttu",1.6,,
RUBBERISED COIR MATRESSES,SIGNATURE FOAM P.LTD.,6.69308,Velliyamattom,Kerala,9.869251145,76.79056147,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.869251144661703,+76.79056147243129/@9.9252648,76.3788555,11z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.7905615!2d9.8692511?entry=ttu",71.6,,
SPICES,SIJMAK EXPORTS P.LTD.,13.88973,Kochi,Kerala,9.966678987,76.28702719,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.966678986553914,+76.28702719396168/@9.9511816,76.270159,15z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2870272!2d9.966679?entry=ttu",7.3,,
COCONUTS,SINSAN EXPORTS,8.438,Tirur,Kerala,10.93350777,75.93702581,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.933507770336979,+75.93702581019136/@10.4317203,75.8225581,10z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d75.9370258!2d10.9335078?entry=ttu",139,,
EGGS,SKM EGG PRODUCTS EXPORT INDIA P.LTD.,3.3468,Erode,Kerala,11.33605131,77.72688113,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.336051306658819,+77.72688113063936/@10.6368576,76.3051603,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.7268811!2d11.3360513?entry=ttu",287,,
COIR FIBER,SMS EXPORTERS,27.86051,Pollachi,Tamil Nadu,10.74533701,77.09735028,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.745337007620817,+77.09735028444915/@10.3374485,76.3472996,10z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0973503!2d10.745337?entry=ttu",194,,
COTTON GOODS,SNQS INTERNATIONAL SOCKS P.LTD.,1.36565,Coimbatore,Tamil Nadu,11.06657884,77.10998547,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.06657884001237,+77.1099854706126/@10.5012889,75.9963727,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.1099855!2d11.0665788?entry=ttu",205,,
MACHINERIES,SODALTECH EXPORTS,1.16931,Coimbatore,Tamil Nadu,11.0186374,76.95394431,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.018637399921031,+76.9539443052136/@11.0078254,76.8910835,12.12z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9539443!2d11.0186374?entry=ttu",191,,
GHERKINS IN BRINE,SOLAI AGRO FRESH P.LTD.,3.68,Palakodu,Tamil Nadu,12.28870396,77.96954743,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/12.288703960324403,+77.96954742706976/@12.1510331,77.7888798,11.39z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.9695474!2d12.288704?entry=ttu",449,,
TAPIOCA CHIPS,SONA EXPORTERS,5.2698,Changaramkulam,Kerala,10.73400922,76.04586237,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.73660487735265,+76.04761159511624/@10.3328492,75.8742794,10z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.0476116!2d10.7366049?entry=ttu",114,,
PLYWOOD,SONIS IMPEX,2.30446,Mumbai,Maharashtra,18.97788647,72.84697777,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/18.977886473970383,+72.84697776936027/@14.4499687,69.7014738,6z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d72.8469778!2d18.9778865?entry=ttu","1,440",,
RICE,SOORAJ AGRO MILLS (I) P.LTD.,3.9825,Kollengode south,Kerala,10.60249436,76.68596942,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.602494357872645,+76.68596941846295/@10.271036,76.1191862,10z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.6859694!2d10.6024944?entry=ttu",138,,
COTTON GOODS,SOTEXPA QUALIDIS TEXTILES,1.91303,Muthugoudanpudur,Tamil Nadu,11.04723843,77.1135471,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.04723843097285,+77.11354710184516/@11.026454,76.9260689,11.4z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.1135471!2d11.0472384?entry=ttu",204,,
CASHEW KERNELS,SOUPARNIKA EXPORT ENTERPRISES,16.72437,"Palathara,kollam",Kerala,8.898388879,76.65052028,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/8.898388879077,+76.65052027865423/@8.8540419,76.6676763,12.12z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.6505203!2d8.8983889?entry=ttu",146,,
GRATED COCONUT,SOURCE ONE EXPORTS P.LTD.,3.08501,Kochi,Kerala,9.888524133,76.29822191,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.888524133366687,+76.29822190734377/@9.9165824,76.2443846,13z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2982219!2d9.8885241!3e0?entry=ttu",9.2,,
CARDAMOM,SOUTH INDIAN GREEN CARDAMOM CO.LTD.,1.4056,Idukki,Kerala,9.677938493,77.14888653,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.677663512837945,+77.149079649139/@9.8355236,76.392344,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.1490796!2d9.6776635!3e0?entry=ttu",141,,
CASHEW KERNELS,SOUTH KERALA CASHEW EXPORTERS,4.11147,kilimanoor,Kerala,8.791330842,76.85722151,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/8.791297180279782,+76.85719596269917/@9.3737841,75.9146836,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.857196!2d8.7912972!3e0?entry=ttu",174,,
FROZEN MARINE FOODS,SOUTHERN MARINE EXIM P.LTD.,2.108,Kochi,Kerala,9.878223781,76.30387215,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.87822378058494,+76.303872151725/@9.916598,76.2443862,13z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3038722!2d9.8782238!3e0?entry=ttu",10.5,,
FISH MEAL,SPAN AQUATIC PRODUCTS,12.33123,Mangalore,Karnataka,12.92331387,74.84450616,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/12.92331386542391,+74.8445061589582/@11.4270859,74.28581,8z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d74.8445062!2d12.9233139!3e0?entry=ttu",421,,
RICE,SPECIAL FOODS (P)LTD.,1.09417,Taliparamba,Kerala,12.03064106,75.36875534,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/12.03067101887094,+75.36879959427763/@10.9793447,74.5475544,8z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d75.3687996!2d12.030671!3e0?entry=ttu",295,,
FOOD STUFFS,SPECIALITY INDIAN FOOD PARKS&EXPORTS P.LTD.,1.36202,Muvattapuzha,Kerala,10.01120659,76.52746783,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.01120658930747,+76.52746782887314/@9.9796978,76.3156906,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.5274678!2d10.0112066!3e0?entry=ttu",38.1,,
STEEL PROFILES&ACCESSORIES,SPECTA DECOR P.LTD.,3.08759,Nellad,Kerala,10.00956875,76.52774827,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.009568751799769,+76.5277482748549/@9.9796978,76.3156524,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.5277483!2d10.0095688!3e0?entry=ttu",38.1,,
COIR PITH,SREE DURGA EXPORTS,4.7353,Cherthala,Kerala,9.680587376,76.32602212,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.680587376124599,+76.32602211924541/@9.8167782,76.1352162,11z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3260221!2d9.6805874!3e0?entry=ttu",33.9,,
COTTON YARN,SREE NARASIMHA TEXTILES LTD.,1.47231,Sulur,Tamil Nadu,11.02343718,77.11057959,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.023474879980741,+77.1106268419467/@10.4774908,76.0266081,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.1106268!2d11.0234749!3e0?entry=ttu",203,,
REFRACTORY MATERIALS,SREE THAILAN EXPORTS,1.59176,P..pudur,Tamil Nadu,11.0239247,76.91502839,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.02392470042681,+76.91502839419769/@10.4767798,75.9488748,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9150284!2d11.0239247!3e0?entry=ttu",195,,
FROZEN RIBBON FISH,SREERAGAM EXPORTS P.LTD.,4.65875,Bhubaneshwar,Odisha,20.35305483,85.81892579,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/20.3530548250713,+85.81892578630638/@15.0967348,75.7303292,6z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d85.8189258!2d20.3530548!3e0?entry=ttu",1872,,
RICE,SREEYA IMPORTS&EXPORTS,1.50586,Anantapur,Andhra pradesh,14.67508312,77.60195519,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/14.67508312054067,+77.60195519301357/@12.2944718,74.8487827,7z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.6019552!2d14.6750831!3e0?entry=ttu",762,,
FOOD STUFFS,SRI AAKASH EXPORT AND IMPORT P.LT.,2.2465,Bhavani,Tamil Nadu,11.45605915,77.68894737,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.456059145291873,+77.6889473714291/@10.6928156,76.3130176,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.6889474!2d11.4560591!3e0?entry=ttu",293,,
GHERKINS IN BRINE,SRI DURGA AGRO EXPORTS,2.56248,Thennampatti,Tamil Nadu,10.48077109,78.08823236,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.481200936530886,+78.08851530828463/@10.3244109,76.5144743,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d78.0885153!2d10.4812009!3e0?entry=ttu",312,,
COTTON GOODS,SRI DURGAIAMMAN TEX,1.55491,Tiruppur,Tamil Nadu,11.09287852,77.35100738,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.092878517228547,+77.3510073843059/@10.5135297,76.1434342,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3510074!2d11.0928785!3e0?entry=ttu",236,,
COTTON GOODS,SRI JAYA PRABHA,1.06968,Tiruppur,Tamil  Nadu,11.14282234,77.31878054,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/+11.142825626067399,+77.31878321823399/@10.5250701,76.1123299,8.69z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3187832!2d11.1428256!3e0?entry=ttu",236,,
VALVES,SRI RANGANATHAR INDUSTRIES,1.57811,Coimbatore,Tamil Nadu,11.05271221,76.9181321,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/11.052712212020555,+76.91813210434482/@10.5354941,75.9488749,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9181321!2d11.0527122!3e0?entry=ttu",197,,
COTTON GOODS,SRI SAVITHRI CREATIONS,1.4906,Tiruppur,Tamil Nadu,11.11180451,77.31104444,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/11.111804510814517,+77.31104444419054/@11.0695458,77.2042662,12.49z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3110444!2d11.1118045!3e0?entry=ttu",239,,
AGARBATHIES,SRI VIJAYALAKSHMI AGARBATHI WORKS,1.14848,Bengaluru,Karnataka,12.89566477,77.56672869,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/12.895693534850553,+77.56665358650443/@11.4215853,75.9198373,8z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.5666536!2d12.8956935!3e0?entry=ttu",509,,
COTTON GARMENTS,SRI VINAYAKA EXPORTS,1.02817,Tiruppur,Tamil Nadu,11.0806829,77.36734241,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/11.080682900421566,+77.36734240532188/@10.9667432,76.9425152,10.25z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3673424!2d11.0806829!3e0?entry=ttu",236,,
COTTON GOODS,SRV KNITT GARMENTS,1.11072,Tiruppur,Tamil Nadu,11.12352888,77.34916371,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/11.123528879244622,+77.34916370746558/@10.5561497,76.1425502,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3491637!2d11.1235289!3e0?entry=ttu",240,,
TEA,SSK EXPORT LIMITED,63.05365,Mettupalayam,Tamil Nadu,11.29494069,76.94966479,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/11.294854043247039,+76.94964723883393/@10.6123805,76.0564582,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9496472!2d11.294854!3e0?entry=ttu",224,,
COIR PITH,SSS GLOBAL,4.14325,Kollupalayam,Tamil Nadu,10.64873883,77.06576787,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/10.648738832988094,+77.06576787452019/@10.4167144,76.336013,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0657679!2d10.6487388!3e0?entry=ttu",194,,
CASHEW KERNELS,ST.GREGORIOS CASHEW INDUSTRIES,10.98932,Puthoor,Kerala,9.037679346,76.71174469,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/9.037679346254398,+76.71174469141158/@9.4967231,76.1823265,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.7117447!2d9.0376793!3e0?entry=ttu",137,,
FROZEN SHRIMPS,ST.JUDE FOODS,2.04832,Kanjirapally,Kerala,9.559457361,76.78735232,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/9.559781415296007,+76.78750521031121/@9.5199331,76.7626976,12.56z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.7875052!2d9.5597814!3e0?entry=ttu",89.5,,
CASHEW KERNELS,ST.MARY'S CASHEW FACTORY,28.18088,"kottakara,puthoor",Kerala,9.042298467,76.71362852,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/9.042298466593923,+76.71362852093678/@9.0420274,76.7096144,16.04z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.7136285!2d9.0422985!3e0?entry=ttu",136,,
SURGICAL GLOVES,ST.MARYS RUBBERS P.LTD.,23.22315,Kanjirapally,Kerala,9.516099275,76.81656384,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala+682003/9.516099274575849,+76.81656384050669/@9.7345452,76.3781257,11z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.8165638!2d9.5160993!3e0?entry=ttu",99.5,,
